cloud_name,label
89_VID_20230321_143518_20.ply,89
18_VID_20230322_155026_25.ply,18
19_VID_20230322_154621_65.ply,19
82_VID_20230321_151848_45.ply,82
49_VID_20230322_122658_45.ply,49
15_VID_20230322_163430_10.ply,15
81_VID_20230321_151949_15.ply,81
40_VID_20230322_132204_10.ply,40
5_VID_20230322_171242_50.ply,5
35_VID_20230322_134810_25.ply,35
52_VID_20230322_121439_10.ply,52
63_VID_20230322_105145_20.ply,63
77_VID_20230321_154144_10.ply,77
40_VID_20230322_132142_20.ply,40
49_VID_20230322_122303_75.ply,49
51_VID_20230322_120653_65.ply,51
5_VID_20230322_171707_15.ply,5
39_VID_20230322_132134_95.ply,39
80_VID_20230321_153532_15.ply,80
27_VID_20230322_150947_95.ply,27
86_VID_20230321_145959_25.ply,86
23_VID_20230322_152638_10.ply,23
44_VID_20230322_125259_20.ply,44
63_VID_20230322_105633_80.ply,63
86_VID_20230321_145308_85.ply,86
78_VID_20230321_154055_30.ply,78
99_VID_20230321_124619_10.ply,99
91_VID_20230321_142436_45.ply,91
4_VID_20230322_172735_50.ply,4
10_VID_20230322_165350_40.ply,10
84_VID_20230321_151335_50.ply,84
21_VID_20230322_153444_65.ply,21
41_VID_20230322_131603_85.ply,41
4_VID_20230322_172011_15.ply,4
94_VID_20230321_141359_10.ply,94
25_VID_20230322_151921_80.ply,25
16_VID_20230322_163421_95.ply,16
46_VID_20230322_124239_10.ply,46
39_VID_20230322_132729_60.ply,39
49_VID_20230322_122242_50.ply,49
76_VID_20230322_104427_95.ply,76
63_VID_20230322_105136_75.ply,63
15_VID_20230322_163054_15.ply,15
27_VID_20230322_150925_95.ply,27
57_VID_20230322_112852_10.ply,57
87_VID_20230321_144113_20.ply,87
42_VID_20230322_131608_30.ply,42
25_VID_20230322_151858_90.ply,25
94_VID_20230321_140545_40.ply,94
36_VID_20230322_134816_70.ply,36
78_VID_20230321_154150_25.ply,78
54_VID_20230322_120158_10.ply,54
60_VID_20230322_111042_15.ply,60
16_VID_20230322_163452_10.ply,16
76_VID_20230322_103935_10.ply,76
30_VID_20230322_150426_20.ply,30
48_VID_20230322_123759_35.ply,48
90_VID_20230321_143602_55.ply,90
3_VID_20230322_172231_10.ply,3
89_VID_20230321_143550_55.ply,89
96_VID_20230321_140052_20.ply,96
17_VID_20230322_155559_85.ply,17
81_VID_20230321_152019_90.ply,81
25_VID_20230322_152219_50.ply,25
37_VID_20230322_133311_30.ply,37
97_VID_20230321_134447_90.ply,97
50_VID_20230322_122638_60.ply,50
99_VID_20230321_125804_30.ply,99
82_VID_20230321_152440_85.ply,82
69_VID_20230321_164452_90.ply,69
70_VID_20230321_163508_80.ply,70
38_VID_20230322_133647_65.ply,38
70_VID_20230321_163903_95.ply,70
13_VID_20230322_163837_45.ply,13
85_VID_20230321_150101_75.ply,85
93_VID_20230321_140957_15.ply,93
67_VID_20230321_170038_25.ply,67
35_VID_20230322_134311_60.ply,35
70_VID_20230321_163423_76.ply,70
69_VID_20230321_164525_10.ply,69
6_VID_20230322_171621_15.ply,6
99_VID_20230321_124631_15.ply,99
44_VID_20230322_125727_25.ply,44
46_VID_20230322_124312_15.ply,46
93_VID_20230321_140946_85.ply,93
11_VID_20230322_164629_80.ply,11
81_VID_20230321_152035_80.ply,81
94_VID_20230321_140517_20.ply,94
100_VID_20230321_130025_55.ply,100
74_VID_20230321_161246_45.ply,74
56_VID_20230322_114132_15.ply,56
87_VID_20230321_144658_40.ply,87
28_VID_20230322_150900_10.ply,28
87_VID_20230321_144633_50.ply,87
77_VID_20230321_154201_15.ply,77
58_VID_20230322_112641_65.ply,58
17_VID_20230322_155200_65.ply,17
57_VID_20230322_112825_75.ply,57
94_VID_20230321_141445_85.ply,94
83_VID_20230321_151255_80.ply,83
4_VID_20230322_172717_35.ply,4
65_VID_20230322_104730_80.ply,65
13_VID_20230322_163848_90.ply,13
18_VID_20230322_155645_25.ply,18
12_VID_20230322_164541_10.ply,12
72_VID_20230321_162729_55.ply,72
3_VID_20230322_172304_10.ply,3
21_VID_20230322_153418_60.ply,21
13_VID_20230322_163804_75.ply,13
31_VID_20230322_145257_65.ply,31
74_VID_20230321_161729_20.ply,74
54_VID_20230322_115718_60.ply,54
11_VID_20230322_164643_35.ply,11
94_VID_20230321_141426_15.ply,94
7_VID_20230322_170403_35.ply,7
51_VID_20230322_121524_10.ply,51
98_VID_20230321_135214_60.ply,98
52_VID_20230322_121428_10.ply,52
8_VID_20230322_170215_65.ply,8
63_VID_20230322_105656_70.ply,63
92_VID_20230321_142521_50.ply,92
39_VID_20230322_132157_90.ply,39
91_VID_20230321_142537_15.ply,91
88_VID_20230321_144102_35.ply,88
2_VID_20230322_173633_50.ply,2
31_VID_20230322_145330_90.ply,31
5_VID_20230322_171813_70.ply,5
12_VID_20230322_164935_20.ply,12
58_VID_20230322_112715_50.ply,58
42_VID_20230322_131122_15.ply,42
75_VID_20230321_161257_60.ply,75
61_VID_20230322_110150_40.ply,61
93_VID_20230321_140910_50.ply,93
73_VID_20230321_162323_35.ply,73
44_VID_20230322_125712_30.ply,44
33_VID_20230322_135843_80.ply,33
67_VID_20230321_165511_35.ply,67
64_VID_20230322_105602_45.ply,64
5_VID_20230322_171222_45.ply,5
72_VID_20230321_162354_30.ply,72
2_VID_20230322_173101_40.ply,2
9_VID_20230322_165918_30.ply,9
44_VID_20230322_125324_15.ply,44
48_VID_20230322_123739_65.ply,48
60_VID_20230322_110411_95.ply,60
80_VID_20230321_152857_75.ply,80
43_VID_20230322_125744_95.ply,43
57_VID_20230322_113431_85.ply,57
55_VID_20230322_114019_15.ply,55
43_VID_20230322_125732_60.ply,43
37_VID_20230322_133808_55.ply,37
82_VID_20230321_151835_50.ply,82
77_VID_20230321_154818_55.ply,77
29_VID_20230322_150407_10.ply,29
62_VID_20230322_111330_95.ply,62
76_VID_20230322_103848_80.ply,76
44_VID_20230322_125240_10.ply,44
83_VID_20230321_151322_15.ply,83
30_VID_20230322_145711_75.ply,30
6_VID_20230322_171630_10.ply,6
80_VID_20230321_152847_60.ply,80
65_VID_20230322_103950_75.ply,65
43_VID_20230322_125359_75.ply,43
89_VID_20230321_143102_15.ply,89
88_VID_20230321_144021_80.ply,88
26_VID_20230322_152210_25.ply,26
20_VID_20230322_154151_30.ply,20
60_VID_20230322_110446_40.ply,60
64_VID_20230322_105127_25.ply,64
100_VID_20230321_130004_55.ply,100
41_VID_20230322_131214_10.ply,41
9_VID_20230322_165908_80.ply,9
74_VID_20230321_161806_80.ply,74
61_VID_20230322_110927_95.ply,61
31_VID_20230322_144943_15.ply,31
90_VID_20230321_143052_45.ply,90
46_VID_20230322_124746_25.ply,46
85_VID_20230321_150034_20.ply,85
17_VID_20230322_155214_15.ply,17
54_VID_20230322_115602_85.ply,54
73_VID_20230321_162801_35.ply,73
5_VID_20230322_171212_30.ply,5
88_VID_20230321_144452_10.ply,88
52_VID_20230322_121600_90.ply,52
13_VID_20230322_164140_15.ply,13
4_VID_20230322_172816_95.ply,4
3_VID_20230322_172221_35.ply,3
51_VID_20230322_120643_90.ply,51
92_VID_20230321_141852_90.ply,92
88_VID_20230321_144119_10.ply,88
9_VID_20230322_165858_10.ply,9
76_VID_20230322_104504_10.ply,76
21_VID_20230322_153744_10.ply,21
54_VID_20230322_115615_75.ply,54
69_VID_20230321_165103_30.ply,69
98_VID_20230321_134456_15.ply,98
14_VID_20230322_163809_20.ply,14
80_VID_20230321_152933_85.ply,80
41_VID_20230322_131551_75.ply,41
52_VID_20230322_121550_85.ply,52
2_VID_20230322_173644_15.ply,2
95_VID_20230321_135754_95.ply,95
25_VID_20230322_152241_10.ply,25
61_VID_20230322_110140_15.ply,61
4_VID_20230322_172001_10.ply,4
29_VID_20230322_150442_10.ply,29
38_VID_20230322_133216_20.ply,38
48_VID_20230322_123203_10.ply,48
73_VID_20230321_162730_10.ply,73
55_VID_20230322_114030_15.ply,55
90_VID_20230321_143116_45.ply,90
74_VID_20230321_161740_60.ply,74
66_VID_20230321_165946_95.ply,66
4_VID_20230322_171950_10.ply,4
86_VID_20230321_145258_10.ply,86
20_VID_20230322_154610_30.ply,20
55_VID_20230322_114041_90.ply,55
54_VID_20230322_120134_10.ply,54
64_VID_20230322_105614_65.ply,64
88_VID_20230321_144050_10.ply,88
74_VID_20230321_161716_80.ply,74
15_VID_20230322_163117_15.ply,15
89_VID_20230321_143505_85.ply,89
75_VID_20230321_161749_10.ply,75
58_VID_20230322_113416_10.ply,58
91_VID_20230321_142026_10.ply,91
25_VID_20230322_152252_70.ply,25
16_VID_20230322_163442_95.ply,16
70_VID_20230321_163915_90.ply,70
50_VID_20230322_121944_80.ply,50
66_VID_20230321_170037_10.ply,66
74_VID_20230321_161321_15.ply,74
75_VID_20230321_161708_75.ply,75
62_VID_20230322_112019_20.ply,62
37_VID_20230322_133335_70.ply,37
8_VID_20230322_170254_70.ply,8
29_VID_20230322_150143_60.ply,29
85_VID_20230321_145958_10.ply,85
25_VID_20230322_151848_30.ply,25
98_VID_20230321_134510_15.ply,98
67_VID_20230321_165448_45.ply,67
65_VID_20230322_104711_55.ply,65
85_VID_20230321_150016_45.ply,85
99_VID_20230321_124644_25.ply,99
62_VID_20230322_111341_25.ply,62
76_VID_20230322_104412_10.ply,76
64_VID_20230322_105138_10.ply,64
18_VID_20230322_155059_95.ply,18
57_VID_20230322_113453_89.ply,57
87_VID_20230321_144121_50.ply,87
64_VID_20230322_105149_20.ply,64
8_VID_20230322_170824_50.ply,8
80_VID_20230321_153618_65.ply,80
9_VID_20230322_165420_60.ply,9
95_VID_20230321_135736_10.ply,95
94_VID_20230321_140555_10.ply,94
96_VID_20230321_135659_10.ply,96
25_VID_20230322_151932_15.ply,25
89_VID_20230321_143017_65.ply,89
58_VID_20230322_113335_70.ply,58
13_VID_20230322_164230_80.ply,13
84_VID_20230321_150650_20.ply,84
45_VID_20230322_124255_40.ply,45
34_VID_20230322_135246_35.ply,34
31_VID_20230322_144852_70.ply,31
56_VID_20230322_114229_10.ply,56
15_VID_20230322_163442_10.ply,15
94_VID_20230321_141412_80.ply,94
14_VID_20230322_163758_65.ply,14
73_VID_20230321_162259_35.ply,73
55_VID_20230322_114118_65.ply,55
93_VID_20230321_141055_60.ply,93
17_VID_20230322_155609_90.ply,17
41_VID_20230322_131618_30.ply,41
38_VID_20230322_133659_20.ply,38
56_VID_20230322_114635_10.ply,56
55_VID_20230322_114623_20.ply,55
20_VID_20230322_154650_95.ply,20
100_VID_20230321_124846_10.ply,100
59_VID_20230322_112043_85.ply,59
75_VID_20230321_161243_65.ply,75
49_VID_20230322_122218_15.ply,49
61_VID_20230322_110201_15.ply,61
40_VID_20230322_132714_65.ply,40
59_VID_20230322_111540_75.ply,59
20_VID_20230322_154243_80.ply,20
93_VID_20230321_141448_65.ply,93
40_VID_20230322_132703_55.ply,40
97_VID_20230321_135012_25.ply,97
1_VID_20230322_173258_95.ply,1
22_VID_20230322_153408_40.ply,22
44_VID_20230322_125756_65.ply,44
38_VID_20230322_133241_15.ply,38
83_VID_20230321_151236_80.ply,83
51_VID_20230322_121452_45.ply,51
95_VID_20230321_140355_30.ply,95
71_VID_20230321_163458_15.ply,71
49_VID_20230322_122712_10.ply,49
23_VID_20230322_153009_90.ply,23
25_VID_20230322_152231_80.ply,25
77_VID_20230321_154756_75.ply,77
38_VID_20230322_133252_25.ply,38
68_VID_20230321_165049_55.ply,68
7_VID_20230322_170307_55.ply,7
50_VID_20230322_122728_30.ply,50
4_VID_20230322_172749_90.ply,4
83_VID_20230321_150548_15.ply,83
13_VID_20230322_164151_55.ply,13
99_VID_20230321_125751_50.ply,99
69_VID_20230321_165050_15.ply,69
48_VID_20230322_123241_45.ply,48
94_VID_20230321_140527_10.ply,94
6_VID_20230322_171610_20.ply,6
52_VID_20230322_120756_55.ply,52
89_VID_20230321_143036_95.ply,89
53_VID_20230322_115514_45.ply,53
8_VID_20230322_170810_25.ply,8
19_VID_20230322_154226_65.ply,19
19_VID_20230322_154237_10.ply,19
84_VID_20230321_150626_70.ply,84
85_VID_20230321_145428_80.ply,85
91_VID_20230321_142014_55.ply,91
56_VID_20230322_114600_40.ply,56
85_VID_20230321_145416_75.ply,85
64_VID_20230322_105551_85.ply,64
47_VID_20230322_123743_20.ply,47
3_VID_20230322_172619_15.ply,3
91_VID_20230321_141922_80.ply,91
52_VID_20230322_120807_25.ply,52
95_VID_20230321_135745_15.ply,95
15_VID_20230322_163031_75.ply,15
33_VID_20230322_135907_90.ply,33
24_VID_20230322_153018_85.ply,24
11_VID_20230322_164616_10.ply,11
29_VID_20230322_150116_25.ply,29
33_VID_20230322_135408_90.ply,33
37_VID_20230322_133706_80.ply,37
13_VID_20230322_164216_15.ply,13
90_VID_20230321_143533_95.ply,90
23_VID_20230322_153031_20.ply,23
59_VID_20230322_111647_90.ply,59
40_VID_20230322_132725_95.ply,40
92_VID_20230321_142434_60.ply,92
6_VID_20230322_171210_90.ply,6
21_VID_20230322_153457_75.ply,21
24_VID_20230322_153007_10.ply,24
1_VID_20230322_173621_30.ply,1
57_VID_20230322_113442_85.ply,57
78_VID_20230321_154122_60.ply,78
28_VID_20230322_150848_45.ply,28
27_VID_20230322_150958_95.ply,27
98_VID_20230321_135234_20.ply,98
61_VID_20230322_110846_10.ply,61
72_VID_20230321_162816_55.ply,72
24_VID_20230322_152549_10.ply,24
96_VID_20230321_140101_15.ply,96
19_VID_20230322_154711_10.ply,19
59_VID_20230322_112126_70.ply,59
92_VID_20230321_141941_75.ply,92
49_VID_20230322_122253_85.ply,49
68_VID_20230321_165114_40.ply,68
53_VID_20230322_115544_70.ply,53
83_VID_20230321_150633_45.ply,83
51_VID_20230322_121406_15.ply,51
89_VID_20230321_143027_55.ply,89
55_VID_20230322_114656_80.ply,55
96_VID_20230321_135645_95.ply,96
87_VID_20230321_144103_40.ply,87
38_VID_20230322_133634_35.ply,38
97_VID_20230321_134618_90.ply,97
84_VID_20230321_151344_55.ply,84
23_VID_20230322_152708_50.ply,23
7_VID_20230322_170322_55.ply,7
53_VID_20230322_115446_95.ply,53
32_VID_20230322_145350_70.ply,32
66_VID_20230321_165958_80.ply,66
75_VID_20230321_161718_70.ply,75
81_VID_20230321_152445_95.ply,81
34_VID_20230322_135906_90.ply,34
29_VID_20230322_150127_15.ply,29
12_VID_20230322_164947_95.ply,12
93_VID_20230321_141438_10.ply,93
80_VID_20230321_153518_95.ply,80
14_VID_20230322_163840_50.ply,14
83_VID_20230321_150558_15.ply,83
4_VID_20230322_172022_55.ply,4
84_VID_20230321_151324_55.ply,84
74_VID_20230321_161308_15.ply,74
72_VID_20230321_162329_10.ply,72
92_VID_20230321_142505_10.ply,92
70_VID_20230321_163940_15.ply,70
19_VID_20230322_154645_90.ply,19
87_VID_20230321_144622_25.ply,87
99_VID_20230321_125820_65.ply,99
27_VID_20230322_151341_10.ply,27
71_VID_20230321_163914_15.ply,71
39_VID_20230322_132210_95.ply,39
100_VID_20230321_125255_45.ply,100
98_VID_20230321_135154_20.ply,98
1_VID_20230322_173331_95.ply,1
20_VID_20230322_154228_25.ply,20
50_VID_20230322_122626_25.ply,50
28_VID_20230322_151308_10.ply,28
72_VID_20230321_162844_20.ply,72
86_VID_20230321_145236_10.ply,86
11_VID_20230322_164553_60.ply,11
31_VID_20230322_145319_90.ply,31
40_VID_20230322_132642_65.ply,40
5_VID_20230322_171202_65.ply,5
56_VID_20230322_114622_30.ply,56
85_VID_20230321_145443_90.ply,85
19_VID_20230322_154633_75.ply,19
10_VID_20230322_165338_10.ply,10
48_VID_20230322_123748_85.ply,48
42_VID_20230322_131111_70.ply,42
61_VID_20230322_110909_20.ply,61
15_VID_20230322_163043_35.ply,15
20_VID_20230322_154203_65.ply,20
35_VID_20230322_134755_10.ply,35
82_VID_20230321_151824_55.ply,82
91_VID_20230321_141936_30.ply,91
65_VID_20230322_103920_75.ply,65
22_VID_20230322_153803_40.ply,22
56_VID_20230322_114650_10.ply,56
54_VID_20230322_120220_10.ply,54
90_VID_20230321_143138_10.ply,90
67_VID_20230321_170011_15.ply,67
14_VID_20230322_163830_60.ply,14
2_VID_20230322_173624_55.ply,2
97_VID_20230321_134525_20.ply,97
42_VID_20230322_131627_15.ply,42
68_VID_20230321_164510_10.ply,68
70_VID_20230321_163436_15.ply,70
22_VID_20230322_153814_95.ply,22
74_VID_20230321_161257_90.ply,74
10_VID_20230322_165848_20.ply,10
23_VID_20230322_152959_10.ply,23
