Unnamed: 0,cloud_name_1,label_1,cloud_name_2,label_2
13299,30_VID_20230322_150513.ply,30,12_VID_20230322_165003.ply,12
13344,30_VID_20230322_150513.ply,30,8_VID_20230322_170824.ply,8
13367,30_VID_20230322_150513.ply,30,26_VID_20230322_151716.ply,26
13387,30_VID_20230322_150513.ply,30,80_VID_20230321_153518.ply,80
13536,30_VID_20230322_150513.ply,30,26_VID_20230322_151646.ply,26
13665,30_VID_20230322_150513.ply,30,35_VID_20230322_134821.ply,35
13696,30_VID_20230322_150513.ply,30,81_VID_20230321_151949.ply,81
13770,30_VID_20230322_150513.ply,30,8_VID_20230322_170810.ply,8
13867,2_VID_20230322_173633.ply,2,81_VID_20230321_151934.ply,81
13954,2_VID_20230322_173633.ply,2,67_VID_20230321_165459.ply,67
13982,2_VID_20230322_173633.ply,2,8_VID_20230322_170756.ply,8
14031,2_VID_20230322_173633.ply,2,80_VID_20230321_153554.ply,80
14043,2_VID_20230322_173633.ply,2,80_VID_20230321_153504.ply,80
14081,2_VID_20230322_173633.ply,2,35_VID_20230322_134810.ply,35
14157,2_VID_20230322_173633.ply,2,80_VID_20230321_153532.ply,80
14179,2_VID_20230322_173633.ply,2,80_VID_20230321_153618.ply,80
14281,2_VID_20230322_173633.ply,2,12_VID_20230322_165003.ply,12
14326,2_VID_20230322_173633.ply,2,8_VID_20230322_170824.ply,8
14349,2_VID_20230322_173633.ply,2,26_VID_20230322_151716.ply,26
14369,2_VID_20230322_173633.ply,2,80_VID_20230321_153518.ply,80
14518,2_VID_20230322_173633.ply,2,26_VID_20230322_151646.ply,26
14647,2_VID_20230322_173633.ply,2,35_VID_20230322_134821.ply,35
14678,2_VID_20230322_173633.ply,2,81_VID_20230321_151949.ply,81
14752,2_VID_20230322_173633.ply,2,8_VID_20230322_170810.ply,8
14848,89_VID_20230321_143518.ply,89,81_VID_20230321_151934.ply,81
14935,89_VID_20230321_143518.ply,89,67_VID_20230321_165459.ply,67
14963,89_VID_20230321_143518.ply,89,8_VID_20230322_170756.ply,8
15012,89_VID_20230321_143518.ply,89,80_VID_20230321_153554.ply,80
15024,89_VID_20230321_143518.ply,89,80_VID_20230321_153504.ply,80
15062,89_VID_20230321_143518.ply,89,35_VID_20230322_134810.ply,35
15138,89_VID_20230321_143518.ply,89,80_VID_20230321_153532.ply,80
15160,89_VID_20230321_143518.ply,89,80_VID_20230321_153618.ply,80
15262,89_VID_20230321_143518.ply,89,12_VID_20230322_165003.ply,12
15307,89_VID_20230321_143518.ply,89,8_VID_20230322_170824.ply,8
15330,89_VID_20230321_143518.ply,89,26_VID_20230322_151716.ply,26
15350,89_VID_20230321_143518.ply,89,80_VID_20230321_153518.ply,80
15499,89_VID_20230321_143518.ply,89,26_VID_20230322_151646.ply,26
15628,89_VID_20230321_143518.ply,89,35_VID_20230322_134821.ply,35
15659,89_VID_20230321_143518.ply,89,81_VID_20230321_151949.ply,81
15733,89_VID_20230321_143518.ply,89,8_VID_20230322_170810.ply,8
15828,76_VID_20230322_104504.ply,76,81_VID_20230321_151934.ply,81
15915,76_VID_20230322_104504.ply,76,67_VID_20230321_165459.ply,67
15943,76_VID_20230322_104504.ply,76,8_VID_20230322_170756.ply,8
15992,76_VID_20230322_104504.ply,76,80_VID_20230321_153554.ply,80
16004,76_VID_20230322_104504.ply,76,80_VID_20230321_153504.ply,80
16042,76_VID_20230322_104504.ply,76,35_VID_20230322_134810.ply,35
16118,76_VID_20230322_104504.ply,76,80_VID_20230321_153532.ply,80
16140,76_VID_20230322_104504.ply,76,80_VID_20230321_153618.ply,80
16242,76_VID_20230322_104504.ply,76,12_VID_20230322_165003.ply,12
16287,76_VID_20230322_104504.ply,76,8_VID_20230322_170824.ply,8
16310,76_VID_20230322_104504.ply,76,26_VID_20230322_151716.ply,26
16330,76_VID_20230322_104504.ply,76,80_VID_20230321_153518.ply,80
16479,76_VID_20230322_104504.ply,76,26_VID_20230322_151646.ply,26
16608,76_VID_20230322_104504.ply,76,35_VID_20230322_134821.ply,35
16639,76_VID_20230322_104504.ply,76,81_VID_20230321_151949.ply,81
16713,76_VID_20230322_104504.ply,76,8_VID_20230322_170810.ply,8
16807,67_VID_20230321_170011.ply,67,81_VID_20230321_151934.ply,81
16894,67_VID_20230321_170011.ply,67,67_VID_20230321_165459.ply,67
16922,67_VID_20230321_170011.ply,67,8_VID_20230322_170756.ply,8
16971,67_VID_20230321_170011.ply,67,80_VID_20230321_153554.ply,80
16983,67_VID_20230321_170011.ply,67,80_VID_20230321_153504.ply,80
17021,67_VID_20230321_170011.ply,67,35_VID_20230322_134810.ply,35
17097,67_VID_20230321_170011.ply,67,80_VID_20230321_153532.ply,80
17119,67_VID_20230321_170011.ply,67,80_VID_20230321_153618.ply,80
17221,67_VID_20230321_170011.ply,67,12_VID_20230322_165003.ply,12
17266,67_VID_20230321_170011.ply,67,8_VID_20230322_170824.ply,8
17289,67_VID_20230321_170011.ply,67,26_VID_20230322_151716.ply,26
17309,67_VID_20230321_170011.ply,67,80_VID_20230321_153518.ply,80
17458,67_VID_20230321_170011.ply,67,26_VID_20230322_151646.ply,26
17587,67_VID_20230321_170011.ply,67,35_VID_20230322_134821.ply,35
17618,67_VID_20230321_170011.ply,67,81_VID_20230321_151949.ply,81
17692,67_VID_20230321_170011.ply,67,8_VID_20230322_170810.ply,8
17785,71_VID_20230321_163937.ply,71,81_VID_20230321_151934.ply,81
17872,71_VID_20230321_163937.ply,71,67_VID_20230321_165459.ply,67
17900,71_VID_20230321_163937.ply,71,8_VID_20230322_170756.ply,8
17949,71_VID_20230321_163937.ply,71,80_VID_20230321_153554.ply,80
17961,71_VID_20230321_163937.ply,71,80_VID_20230321_153504.ply,80
17999,71_VID_20230321_163937.ply,71,35_VID_20230322_134810.ply,35
18075,71_VID_20230321_163937.ply,71,80_VID_20230321_153532.ply,80
18097,71_VID_20230321_163937.ply,71,80_VID_20230321_153618.ply,80
18199,71_VID_20230321_163937.ply,71,12_VID_20230322_165003.ply,12
18244,71_VID_20230321_163937.ply,71,8_VID_20230322_170824.ply,8
18267,71_VID_20230321_163937.ply,71,26_VID_20230322_151716.ply,26
18287,71_VID_20230321_163937.ply,71,80_VID_20230321_153518.ply,80
18436,71_VID_20230321_163937.ply,71,26_VID_20230322_151646.ply,26
18565,71_VID_20230321_163937.ply,71,35_VID_20230322_134821.ply,35
18596,71_VID_20230321_163937.ply,71,81_VID_20230321_151949.ply,81
18670,71_VID_20230321_163937.ply,71,8_VID_20230322_170810.ply,8
18762,19_VID_20230322_154621.ply,19,81_VID_20230321_151934.ply,81
18849,19_VID_20230322_154621.ply,19,67_VID_20230321_165459.ply,67
18877,19_VID_20230322_154621.ply,19,8_VID_20230322_170756.ply,8
18926,19_VID_20230322_154621.ply,19,80_VID_20230321_153554.ply,80
18938,19_VID_20230322_154621.ply,19,80_VID_20230321_153504.ply,80
18976,19_VID_20230322_154621.ply,19,35_VID_20230322_134810.ply,35
19052,19_VID_20230322_154621.ply,19,80_VID_20230321_153532.ply,80
19074,19_VID_20230322_154621.ply,19,80_VID_20230321_153618.ply,80
19176,19_VID_20230322_154621.ply,19,12_VID_20230322_165003.ply,12
19221,19_VID_20230322_154621.ply,19,8_VID_20230322_170824.ply,8
19244,19_VID_20230322_154621.ply,19,26_VID_20230322_151716.ply,26
19264,19_VID_20230322_154621.ply,19,80_VID_20230321_153518.ply,80
19413,19_VID_20230322_154621.ply,19,26_VID_20230322_151646.ply,26
19542,19_VID_20230322_154621.ply,19,35_VID_20230322_134821.ply,35
19573,19_VID_20230322_154621.ply,19,81_VID_20230321_151949.ply,81
19647,19_VID_20230322_154621.ply,19,8_VID_20230322_170810.ply,8
19738,35_VID_20230322_134400.ply,35,81_VID_20230321_151934.ply,81
19825,35_VID_20230322_134400.ply,35,67_VID_20230321_165459.ply,67
19853,35_VID_20230322_134400.ply,35,8_VID_20230322_170756.ply,8
19902,35_VID_20230322_134400.ply,35,80_VID_20230321_153554.ply,80
19914,35_VID_20230322_134400.ply,35,80_VID_20230321_153504.ply,80
19952,35_VID_20230322_134400.ply,35,35_VID_20230322_134810.ply,35
20028,35_VID_20230322_134400.ply,35,80_VID_20230321_153532.ply,80
20050,35_VID_20230322_134400.ply,35,80_VID_20230321_153618.ply,80
20152,35_VID_20230322_134400.ply,35,12_VID_20230322_165003.ply,12
20197,35_VID_20230322_134400.ply,35,8_VID_20230322_170824.ply,8
20220,35_VID_20230322_134400.ply,35,26_VID_20230322_151716.ply,26
20240,35_VID_20230322_134400.ply,35,80_VID_20230321_153518.ply,80
20389,35_VID_20230322_134400.ply,35,26_VID_20230322_151646.ply,26
20518,35_VID_20230322_134400.ply,35,35_VID_20230322_134821.ply,35
20549,35_VID_20230322_134400.ply,35,81_VID_20230321_151949.ply,81
20623,35_VID_20230322_134400.ply,35,8_VID_20230322_170810.ply,8
20713,76_VID_20230322_103935.ply,76,81_VID_20230321_151934.ply,81
20800,76_VID_20230322_103935.ply,76,67_VID_20230321_165459.ply,67
20828,76_VID_20230322_103935.ply,76,8_VID_20230322_170756.ply,8
20877,76_VID_20230322_103935.ply,76,80_VID_20230321_153554.ply,80
20889,76_VID_20230322_103935.ply,76,80_VID_20230321_153504.ply,80
20927,76_VID_20230322_103935.ply,76,35_VID_20230322_134810.ply,35
21003,76_VID_20230322_103935.ply,76,80_VID_20230321_153532.ply,80
21025,76_VID_20230322_103935.ply,76,80_VID_20230321_153618.ply,80
21127,76_VID_20230322_103935.ply,76,12_VID_20230322_165003.ply,12
21172,76_VID_20230322_103935.ply,76,8_VID_20230322_170824.ply,8
21195,76_VID_20230322_103935.ply,76,26_VID_20230322_151716.ply,26
21215,76_VID_20230322_103935.ply,76,80_VID_20230321_153518.ply,80
21364,76_VID_20230322_103935.ply,76,26_VID_20230322_151646.ply,26
21493,76_VID_20230322_103935.ply,76,35_VID_20230322_134821.ply,35
21524,76_VID_20230322_103935.ply,76,81_VID_20230321_151949.ply,81
21598,76_VID_20230322_103935.ply,76,8_VID_20230322_170810.ply,8
21687,25_VID_20230322_152241.ply,25,81_VID_20230321_151934.ply,81
21774,25_VID_20230322_152241.ply,25,67_VID_20230321_165459.ply,67
21802,25_VID_20230322_152241.ply,25,8_VID_20230322_170756.ply,8
21851,25_VID_20230322_152241.ply,25,80_VID_20230321_153554.ply,80
21863,25_VID_20230322_152241.ply,25,80_VID_20230321_153504.ply,80
21901,25_VID_20230322_152241.ply,25,35_VID_20230322_134810.ply,35
21977,25_VID_20230322_152241.ply,25,80_VID_20230321_153532.ply,80
21999,25_VID_20230322_152241.ply,25,80_VID_20230321_153618.ply,80
22101,25_VID_20230322_152241.ply,25,12_VID_20230322_165003.ply,12
22146,25_VID_20230322_152241.ply,25,8_VID_20230322_170824.ply,8
22169,25_VID_20230322_152241.ply,25,26_VID_20230322_151716.ply,26
22189,25_VID_20230322_152241.ply,25,80_VID_20230321_153518.ply,80
22338,25_VID_20230322_152241.ply,25,26_VID_20230322_151646.ply,26
22467,25_VID_20230322_152241.ply,25,35_VID_20230322_134821.ply,35
22498,25_VID_20230322_152241.ply,25,81_VID_20230321_151949.ply,81
22572,25_VID_20230322_152241.ply,25,8_VID_20230322_170810.ply,8
22660,94_VID_20230321_141347.ply,94,81_VID_20230321_151934.ply,81
22747,94_VID_20230321_141347.ply,94,67_VID_20230321_165459.ply,67
22775,94_VID_20230321_141347.ply,94,8_VID_20230322_170756.ply,8
22824,94_VID_20230321_141347.ply,94,80_VID_20230321_153554.ply,80
22836,94_VID_20230321_141347.ply,94,80_VID_20230321_153504.ply,80
22874,94_VID_20230321_141347.ply,94,35_VID_20230322_134810.ply,35
22950,94_VID_20230321_141347.ply,94,80_VID_20230321_153532.ply,80
22972,94_VID_20230321_141347.ply,94,80_VID_20230321_153618.ply,80
23074,94_VID_20230321_141347.ply,94,12_VID_20230322_165003.ply,12
