,cloud_name_1,label_1,cloud_name_2,label_2
81,95_VID_20230321_135714.ply,95,95_VID_20230321_140355.ply,95
82,95_VID_20230321_135714.ply,95,95_VID_20230321_140155.ply,95
83,95_VID_20230321_135714.ply,95,95_VID_20230321_135736.ply,95
84,95_VID_20230321_135714.ply,95,95_VID_20230321_140407.ply,95
85,95_VID_20230321_135714.ply,95,95_VID_20230321_135745.ply,95
86,95_VID_20230321_135714.ply,95,95_VID_20230321_135725.ply,95
87,95_VID_20230321_135714.ply,95,95_VID_20230321_140206.ply,95
88,95_VID_20230321_135714.ply,95,95_VID_20230321_135754.ply,95
89,89_VID_20230321_143102.ply,89,89_VID_20230321_143518.ply,89
90,89_VID_20230321_143102.ply,89,89_VID_20230321_143550.ply,89
91,89_VID_20230321_143102.ply,89,89_VID_20230321_143027.ply,89
92,89_VID_20230321_143102.ply,89,89_VID_20230321_143534.ply,89
93,89_VID_20230321_143102.ply,89,89_VID_20230321_143604.ply,89
94,89_VID_20230321_143102.ply,89,89_VID_20230321_143505.ply,89
95,89_VID_20230321_143102.ply,89,89_VID_20230321_143017.ply,89
96,89_VID_20230321_143102.ply,89,89_VID_20230321_143036.ply,89
97,89_VID_20230321_143102.ply,89,89_VID_20230321_143047.ply,89
98,7_VID_20230322_170403.ply,7,7_VID_20230322_170813.ply,7
99,7_VID_20230322_170403.ply,7,7_VID_20230322_170350.ply,7
100,7_VID_20230322_170403.ply,7,7_VID_20230322_170802.ply,7
101,7_VID_20230322_170403.ply,7,7_VID_20230322_170307.ply,7
102,7_VID_20230322_170403.ply,7,7_VID_20230322_170322.ply,7
103,7_VID_20230322_170403.ply,7,7_VID_20230322_170335.ply,7
104,7_VID_20230322_170403.ply,7,7_VID_20230322_170750.ply,7
105,7_VID_20230322_170403.ply,7,7_VID_20230322_170739.ply,7
106,7_VID_20230322_170403.ply,7,7_VID_20230322_170729.ply,7
107,55_VID_20230322_114019.ply,55,55_VID_20230322_114118.ply,55
108,55_VID_20230322_114019.ply,55,55_VID_20230322_114041.ply,55
109,55_VID_20230322_114019.ply,55,55_VID_20230322_114656.ply,55
110,55_VID_20230322_114019.ply,55,55_VID_20230322_114009.ply,55
111,55_VID_20230322_114019.ply,55,55_VID_20230322_114559.ply,55
112,55_VID_20230322_114019.ply,55,55_VID_20230322_114623.ply,55
113,55_VID_20230322_114019.ply,55,55_VID_20230322_114611.ply,55
114,55_VID_20230322_114019.ply,55,55_VID_20230322_114030.ply,55
115,55_VID_20230322_114019.ply,55,55_VID_20230322_114639.ply,55
116,30_VID_20230322_150513.ply,30,30_VID_20230322_145711.ply,30
117,30_VID_20230322_150513.ply,30,30_VID_20230322_145745.ply,30
118,30_VID_20230322_150513.ply,30,30_VID_20230322_150457.ply,30
119,30_VID_20230322_150513.ply,30,30_VID_20230322_150446.ply,30
120,30_VID_20230322_150513.ply,30,30_VID_20230322_145810.ply,30
121,30_VID_20230322_150513.ply,30,30_VID_20230322_150436.ply,30
122,30_VID_20230322_150513.ply,30,30_VID_20230322_145722.ply,30
123,30_VID_20230322_150513.ply,30,30_VID_20230322_150426.ply,30
124,30_VID_20230322_150513.ply,30,30_VID_20230322_145734.ply,30
125,2_VID_20230322_173633.ply,2,2_VID_20230322_173101.ply,2
126,2_VID_20230322_173633.ply,2,2_VID_20230322_173644.ply,2
127,2_VID_20230322_173633.ply,2,2_VID_20230322_173143.ply,2
128,2_VID_20230322_173633.ply,2,2_VID_20230322_173624.ply,2
129,2_VID_20230322_173633.ply,2,2_VID_20230322_173111.ply,2
130,2_VID_20230322_173633.ply,2,2_VID_20230322_173714.ply,2
131,2_VID_20230322_173633.ply,2,2_VID_20230322_173121.ply,2
132,2_VID_20230322_173633.ply,2,2_VID_20230322_173656.ply,2
133,2_VID_20230322_173633.ply,2,2_VID_20230322_173131.ply,2
134,89_VID_20230321_143518.ply,89,89_VID_20230321_143550.ply,89
135,89_VID_20230321_143518.ply,89,89_VID_20230321_143027.ply,89
136,89_VID_20230321_143518.ply,89,89_VID_20230321_143534.ply,89
137,89_VID_20230321_143518.ply,89,89_VID_20230321_143604.ply,89
138,89_VID_20230321_143518.ply,89,89_VID_20230321_143505.ply,89
139,89_VID_20230321_143518.ply,89,89_VID_20230321_143017.ply,89
140,89_VID_20230321_143518.ply,89,89_VID_20230321_143036.ply,89
141,89_VID_20230321_143518.ply,89,89_VID_20230321_143047.ply,89
142,76_VID_20230322_104504.ply,76,76_VID_20230322_103935.ply,76
143,76_VID_20230322_104504.ply,76,76_VID_20230322_104427.ply,76
144,76_VID_20230322_104504.ply,76,76_VID_20230322_103848.ply,76
145,76_VID_20230322_104504.ply,76,76_VID_20230322_104440.ply,76
146,76_VID_20230322_104504.ply,76,76_VID_20230322_104451.ply,76
147,76_VID_20230322_104504.ply,76,76_VID_20230322_103920.ply,76
148,76_VID_20230322_104504.ply,76,76_VID_20230322_104412.ply,76
149,76_VID_20230322_104504.ply,76,76_VID_20230322_103858.ply,76
150,76_VID_20230322_104504.ply,76,76_VID_20230322_103910.ply,76
151,67_VID_20230321_170011.ply,67,67_VID_20230321_165448.ply,67
152,67_VID_20230321_170011.ply,67,67_VID_20230321_165522.ply,67
153,67_VID_20230321_170011.ply,67,67_VID_20230321_170023.ply,67
154,67_VID_20230321_170011.ply,67,67_VID_20230321_165511.ply,67
155,67_VID_20230321_170011.ply,67,67_VID_20230321_170107.ply,67
156,67_VID_20230321_170011.ply,67,67_VID_20230321_165537.ply,67
157,67_VID_20230321_170011.ply,67,67_VID_20230321_170038.ply,67
158,67_VID_20230321_170011.ply,67,67_VID_20230321_170052.ply,67
159,71_VID_20230321_163937.ply,71,71_VID_20230321_163514.ply,71
160,71_VID_20230321_163937.ply,71,71_VID_20230321_163914.ply,71
161,71_VID_20230321_163937.ply,71,71_VID_20230321_163530.ply,71
162,71_VID_20230321_163937.ply,71,71_VID_20230321_163446.ply,71
163,71_VID_20230321_163937.ply,71,71_VID_20230321_164014.ply,71
164,71_VID_20230321_163937.ply,71,71_VID_20230321_163925.ply,71
165,71_VID_20230321_163937.ply,71,71_VID_20230321_163902.ply,71
166,71_VID_20230321_163937.ply,71,71_VID_20230321_163434.ply,71
167,71_VID_20230321_163937.ply,71,71_VID_20230321_163458.ply,71
168,19_VID_20230322_154621.ply,19,19_VID_20230322_154226.ply,19
169,19_VID_20230322_154621.ply,19,19_VID_20230322_154237.ply,19
170,19_VID_20230322_154621.ply,19,19_VID_20230322_154633.ply,19
171,19_VID_20230322_154621.ply,19,19_VID_20230322_154204.ply,19
172,19_VID_20230322_154621.ply,19,19_VID_20230322_154215.ply,19
173,19_VID_20230322_154621.ply,19,19_VID_20230322_154154.ply,19
174,19_VID_20230322_154621.ply,19,19_VID_20230322_154657.ply,19
175,19_VID_20230322_154621.ply,19,19_VID_20230322_154711.ply,19
176,19_VID_20230322_154621.ply,19,19_VID_20230322_154645.ply,19
177,35_VID_20230322_134400.ply,35,35_VID_20230322_134755.ply,35
178,35_VID_20230322_134400.ply,35,35_VID_20230322_134311.ply,35
179,35_VID_20230322_134400.ply,35,35_VID_20230322_134832.ply,35
180,35_VID_20230322_134400.ply,35,35_VID_20230322_134745.ply,35
181,35_VID_20230322_134400.ply,35,35_VID_20230322_134336.ply,35
182,35_VID_20230322_134400.ply,35,35_VID_20230322_134348.ply,35
183,35_VID_20230322_134400.ply,35,35_VID_20230322_134324.ply,35
184,76_VID_20230322_103935.ply,76,76_VID_20230322_104427.ply,76
185,76_VID_20230322_103935.ply,76,76_VID_20230322_103848.ply,76
186,76_VID_20230322_103935.ply,76,76_VID_20230322_104440.ply,76
187,76_VID_20230322_103935.ply,76,76_VID_20230322_104451.ply,76
188,76_VID_20230322_103935.ply,76,76_VID_20230322_103920.ply,76
189,76_VID_20230322_103935.ply,76,76_VID_20230322_104412.ply,76
190,76_VID_20230322_103935.ply,76,76_VID_20230322_103858.ply,76
191,76_VID_20230322_103935.ply,76,76_VID_20230322_103910.ply,76
192,25_VID_20230322_152241.ply,25,25_VID_20230322_151910.ply,25
193,25_VID_20230322_152241.ply,25,25_VID_20230322_151858.ply,25
194,25_VID_20230322_152241.ply,25,25_VID_20230322_152252.ply,25
195,25_VID_20230322_152241.ply,25,25_VID_20230322_151921.ply,25
196,25_VID_20230322_152241.ply,25,25_VID_20230322_152231.ply,25
197,25_VID_20230322_152241.ply,25,25_VID_20230322_152219.ply,25
198,25_VID_20230322_152241.ply,25,25_VID_20230322_151932.ply,25
199,25_VID_20230322_152241.ply,25,25_VID_20230322_152307.ply,25
200,25_VID_20230322_152241.ply,25,25_VID_20230322_151848.ply,25
201,94_VID_20230321_141347.ply,94,94_VID_20230321_140517.ply,94
202,94_VID_20230321_141347.ply,94,94_VID_20230321_140545.ply,94
203,94_VID_20230321_141347.ply,94,94_VID_20230321_141412.ply,94
204,94_VID_20230321_141347.ply,94,94_VID_20230321_141445.ply,94
205,94_VID_20230321_141347.ply,94,94_VID_20230321_140527.ply,94
206,94_VID_20230321_141347.ply,94,94_VID_20230321_140555.ply,94
207,94_VID_20230321_141347.ply,94,94_VID_20230321_140536.ply,94
208,94_VID_20230321_141347.ply,94,94_VID_20230321_141359.ply,94
209,94_VID_20230321_141347.ply,94,94_VID_20230321_141426.ply,94
210,82_VID_20230321_152440.ply,82,82_VID_20230321_151848.ply,82
211,82_VID_20230321_152440.ply,82,82_VID_20230321_151835.ply,82
212,82_VID_20230321_152440.ply,82,82_VID_20230321_152426.ply,82
213,82_VID_20230321_152440.ply,82,82_VID_20230321_151824.ply,82
214,82_VID_20230321_152440.ply,82,82_VID_20230321_151814.ply,82
215,82_VID_20230321_152440.ply,82,82_VID_20230321_152453.ply,82
216,82_VID_20230321_152440.ply,82,82_VID_20230321_152505.ply,82
217,82_VID_20230321_152440.ply,82,82_VID_20230321_151858.ply,82
218,82_VID_20230321_152440.ply,82,82_VID_20230321_152533.ply,82
219,54_VID_20230322_120220.ply,54,54_VID_20230322_115718.ply,54
220,54_VID_20230322_120220.ply,54,54_VID_20230322_115615.ply,54
221,54_VID_20230322_120220.ply,54,54_VID_20230322_115550.ply,54
222,54_VID_20230322_120220.ply,54,54_VID_20230322_120134.ply,54
223,54_VID_20230322_120220.ply,54,54_VID_20230322_120231.ply,54
224,54_VID_20230322_120220.ply,54,54_VID_20230322_120158.ply,54
225,54_VID_20230322_120220.ply,54,54_VID_20230322_120209.ply,54
226,54_VID_20230322_120220.ply,54,54_VID_20230322_115631.ply,54
227,2_VID_20230322_173101.ply,2,2_VID_20230322_173644.ply,2
228,2_VID_20230322_173101.ply,2,2_VID_20230322_173143.ply,2
229,2_VID_20230322_173101.ply,2,2_VID_20230322_173624.ply,2
230,2_VID_20230322_173101.ply,2,2_VID_20230322_173111.ply,2
231,2_VID_20230322_173101.ply,2,2_VID_20230322_173714.ply,2
232,2_VID_20230322_173101.ply,2,2_VID_20230322_173121.ply,2
233,2_VID_20230322_173101.ply,2,2_VID_20230322_173656.ply,2
234,2_VID_20230322_173101.ply,2,2_VID_20230322_173131.ply,2
235,64_VID_20230322_105115.ply,64,64_VID_20230322_105149.ply,64
236,64_VID_20230322_105115.ply,64,64_VID_20230322_105138.ply,64
237,64_VID_20230322_105115.ply,64,64_VID_20230322_105633.ply,64
238,64_VID_20230322_105115.ply,64,64_VID_20230322_105614.ply,64
239,64_VID_20230322_105115.ply,64,64_VID_20230322_105127.ply,64
240,64_VID_20230322_105115.ply,64,64_VID_20230322_105602.ply,64
241,64_VID_20230322_105115.ply,64,64_VID_20230322_105540.ply,64
242,64_VID_20230322_105115.ply,64,64_VID_20230322_105201.ply,64
243,64_VID_20230322_105115.ply,64,64_VID_20230322_105551.ply,64
244,70_VID_20230321_163929.ply,70,70_VID_20230321_163508.ply,70
245,70_VID_20230321_163929.ply,70,70_VID_20230321_163423.ply,70
246,70_VID_20230321_163929.ply,70,70_VID_20230321_163446.ply,70
247,70_VID_20230321_163929.ply,70,70_VID_20230321_163940.ply,70
248,70_VID_20230321_163929.ply,70,70_VID_20230321_163457.ply,70
249,70_VID_20230321_163929.ply,70,70_VID_20230321_163903.ply,70
250,70_VID_20230321_163929.ply,70,70_VID_20230321_163915.ply,70
251,70_VID_20230321_163929.ply,70,70_VID_20230321_163436.ply,70
252,70_VID_20230321_163929.ply,70,70_VID_20230321_163954.ply,70
253,65_VID_20230322_104024.ply,65,65_VID_20230322_103932.ply,65
254,65_VID_20230322_104024.ply,65,65_VID_20230322_104745.ply,65
255,65_VID_20230322_104024.ply,65,65_VID_20230322_104702.ply,65
256,65_VID_20230322_104024.ply,65,65_VID_20230322_104721.ply,65
257,65_VID_20230322_104024.ply,65,65_VID_20230322_103950.ply,65
258,65_VID_20230322_104024.ply,65,65_VID_20230322_104002.ply,65
259,65_VID_20230322_104024.ply,65,65_VID_20230322_104711.ply,65
260,65_VID_20230322_104024.ply,65,65_VID_20230322_104730.ply,65
261,65_VID_20230322_104024.ply,65,65_VID_20230322_103920.ply,65
262,15_VID_20230322_163430.ply,15,15_VID_20230322_163419.ply,15
263,15_VID_20230322_163430.ply,15,15_VID_20230322_163454.ply,15
264,15_VID_20230322_163430.ply,15,15_VID_20230322_163442.ply,15
265,15_VID_20230322_163430.ply,15,15_VID_20230322_163043.ply,15
266,15_VID_20230322_163430.ply,15,15_VID_20230322_163117.ply,15
267,15_VID_20230322_163430.ply,15,15_VID_20230322_163054.ply,15
268,15_VID_20230322_163430.ply,15,15_VID_20230322_163105.ply,15
269,15_VID_20230322_163430.ply,15,15_VID_20230322_163031.ply,15
270,15_VID_20230322_163430.ply,15,15_VID_20230322_163507.ply,15
271,17_VID_20230322_155539.ply,17,17_VID_20230322_155609.ply,17
272,17_VID_20230322_155539.ply,17,17_VID_20230322_155227.ply,17
273,17_VID_20230322_155539.ply,17,17_VID_20230322_155200.ply,17
274,17_VID_20230322_155539.ply,17,17_VID_20230322_155135.ply,17
275,17_VID_20230322_155539.ply,17,17_VID_20230322_155214.ply,17
276,17_VID_20230322_155539.ply,17,17_VID_20230322_155549.ply,17
277,17_VID_20230322_155539.ply,17,17_VID_20230322_155147.ply,17
278,17_VID_20230322_155539.ply,17,17_VID_20230322_155619.ply,17
279,17_VID_20230322_155539.ply,17,17_VID_20230322_155559.ply,17
280,1_VID_20230322_173331.ply,1,1_VID_20230322_173641.ply,1
281,1_VID_20230322_173331.ply,1,1_VID_20230322_173700.ply,1
282,1_VID_20230322_173331.ply,1,1_VID_20230322_173233.ply,1
283,1_VID_20230322_173331.ply,1,1_VID_20230322_173258.ply,1
284,1_VID_20230322_173331.ply,1,1_VID_20230322_173631.ply,1
285,1_VID_20230322_173331.ply,1,1_VID_20230322_173245.ply,1
286,1_VID_20230322_173331.ply,1,1_VID_20230322_173621.ply,1
287,1_VID_20230322_173331.ply,1,1_VID_20230322_173650.ply,1
288,1_VID_20230322_173331.ply,1,1_VID_20230322_173221.ply,1
289,11_VID_20230322_164954.ply,11,11_VID_20230322_165004.ply,11
290,11_VID_20230322_164954.ply,11,11_VID_20230322_164943.ply,11
291,11_VID_20230322_164954.ply,11,11_VID_20230322_164629.ply,11
292,11_VID_20230322_164954.ply,11,11_VID_20230322_165018.ply,11
293,11_VID_20230322_164954.ply,11,11_VID_20230322_164616.ply,11
294,11_VID_20230322_164954.ply,11,11_VID_20230322_164604.ply,11
295,11_VID_20230322_164954.ply,11,11_VID_20230322_164643.ply,11
296,11_VID_20230322_164954.ply,11,11_VID_20230322_164553.ply,11
297,11_VID_20230322_164954.ply,11,11_VID_20230322_164933.ply,11
298,59_VID_20230322_111647.ply,59,59_VID_20230322_111623.ply,59
299,59_VID_20230322_111647.ply,59,59_VID_20230322_112043.ply,59
300,59_VID_20230322_111647.ply,59,59_VID_20230322_112103.ply,59
301,59_VID_20230322_111647.ply,59,59_VID_20230322_111524.ply,59
302,59_VID_20230322_111647.ply,59,59_VID_20230322_111455.ply,59
303,59_VID_20230322_111647.ply,59,59_VID_20230322_112126.ply,59
304,59_VID_20230322_111647.ply,59,59_VID_20230322_111540.ply,59
305,59_VID_20230322_111647.ply,59,59_VID_20230322_112033.ply,59
306,59_VID_20230322_111647.ply,59,59_VID_20230322_112114.ply,59
307,54_VID_20230322_115718.ply,54,54_VID_20230322_115615.ply,54
308,54_VID_20230322_115718.ply,54,54_VID_20230322_115550.ply,54
309,54_VID_20230322_115718.ply,54,54_VID_20230322_120134.ply,54
310,54_VID_20230322_115718.ply,54,54_VID_20230322_120231.ply,54
311,54_VID_20230322_115718.ply,54,54_VID_20230322_120158.ply,54
312,54_VID_20230322_115718.ply,54,54_VID_20230322_120209.ply,54
313,54_VID_20230322_115718.ply,54,54_VID_20230322_115631.ply,54
314,6_VID_20230322_171222.ply,6,6_VID_20230322_171601.ply,6
315,6_VID_20230322_171222.ply,6,6_VID_20230322_171621.ply,6
316,6_VID_20230322_171222.ply,6,6_VID_20230322_171630.ply,6
317,6_VID_20230322_171222.ply,6,6_VID_20230322_171610.ply,6
318,6_VID_20230322_171222.ply,6,6_VID_20230322_171159.ply,6
319,6_VID_20230322_171222.ply,6,6_VID_20230322_171641.ply,6
320,6_VID_20230322_171222.ply,6,6_VID_20230322_171235.ply,6
321,6_VID_20230322_171222.ply,6,6_VID_20230322_171210.ply,6
322,6_VID_20230322_171222.ply,6,6_VID_20230322_171250.ply,6
323,66_VID_20230321_165650.ply,66,66_VID_20230321_165958.ply,66
324,66_VID_20230321_165650.ply,66,66_VID_20230321_165620.ply,66
325,66_VID_20230321_165650.ply,66,66_VID_20230321_165632.ply,66
326,66_VID_20230321_165650.ply,66,66_VID_20230321_165946.ply,66
327,66_VID_20230321_165650.ply,66,66_VID_20230321_170037.ply,66
328,66_VID_20230321_165650.ply,66,66_VID_20230321_170009.ply,66
329,66_VID_20230321_165650.ply,66,66_VID_20230321_170048.ply,66
330,66_VID_20230321_165650.ply,66,66_VID_20230321_165607.ply,66
331,66_VID_20230321_165650.ply,66,66_VID_20230321_165554.ply,66
332,93_VID_20230321_141438.ply,93,93_VID_20230321_141016.ply,93
333,93_VID_20230321_141438.ply,93,93_VID_20230321_141427.ply,93
334,93_VID_20230321_141438.ply,93,93_VID_20230321_140946.ply,93
335,93_VID_20230321_141438.ply,93,93_VID_20230321_140934.ply,93
336,93_VID_20230321_141438.ply,93,93_VID_20230321_140957.ply,93
337,93_VID_20230321_141438.ply,93,93_VID_20230321_141055.ply,93
338,93_VID_20230321_141438.ply,93,93_VID_20230321_141417.ply,93
339,93_VID_20230321_141438.ply,93,93_VID_20230321_140910.ply,93
340,93_VID_20230321_141438.ply,93,93_VID_20230321_141448.ply,93
341,60_VID_20230322_111022.ply,60,60_VID_20230322_111042.ply,60
342,60_VID_20230322_111022.ply,60,60_VID_20230322_110434.ply,60
343,60_VID_20230322_111022.ply,60,60_VID_20230322_110411.ply,60
344,60_VID_20230322_111022.ply,60,60_VID_20230322_111001.ply,60
345,60_VID_20230322_111022.ply,60,60_VID_20230322_111032.ply,60
346,60_VID_20230322_111022.ply,60,60_VID_20230322_110446.ply,60
347,60_VID_20230322_111022.ply,60,60_VID_20230322_111012.ply,60
348,60_VID_20230322_111022.ply,60,60_VID_20230322_110423.ply,60
349,60_VID_20230322_111022.ply,60,60_VID_20230322_110400.ply,60
350,25_VID_20230322_151910.ply,25,25_VID_20230322_151858.ply,25
351,25_VID_20230322_151910.ply,25,25_VID_20230322_152252.ply,25
352,25_VID_20230322_151910.ply,25,25_VID_20230322_151921.ply,25
353,25_VID_20230322_151910.ply,25,25_VID_20230322_152231.ply,25
354,25_VID_20230322_151910.ply,25,25_VID_20230322_152219.ply,25
355,25_VID_20230322_151910.ply,25,25_VID_20230322_151932.ply,25
356,25_VID_20230322_151910.ply,25,25_VID_20230322_152307.ply,25
357,25_VID_20230322_151910.ply,25,25_VID_20230322_151848.ply,25
358,84_VID_20230321_151304.ply,84,84_VID_20230321_150615.ply,84
359,84_VID_20230321_151304.ply,84,84_VID_20230321_151324.ply,84
360,84_VID_20230321_151304.ply,84,84_VID_20230321_150626.ply,84
361,84_VID_20230321_151304.ply,84,84_VID_20230321_150650.ply,84
362,84_VID_20230321_151304.ply,84,84_VID_20230321_150638.ply,84
363,84_VID_20230321_151304.ply,84,84_VID_20230321_150704.ply,84
364,84_VID_20230321_151304.ply,84,84_VID_20230321_151335.ply,84
365,84_VID_20230321_151304.ply,84,84_VID_20230321_151344.ply,84
366,84_VID_20230321_151304.ply,84,84_VID_20230321_151314.ply,84
367,68_VID_20230321_164413.ply,68,68_VID_20230321_164424.ply,68
368,68_VID_20230321_164413.ply,68,68_VID_20230321_164443.ply,68
369,68_VID_20230321_164413.ply,68,68_VID_20230321_165035.ply,68
370,68_VID_20230321_164413.ply,68,68_VID_20230321_165023.ply,68
371,68_VID_20230321_164413.ply,68,68_VID_20230321_164510.ply,68
372,68_VID_20230321_164413.ply,68,68_VID_20230321_165102.ply,68
373,68_VID_20230321_164413.ply,68,68_VID_20230321_165049.ply,68
374,68_VID_20230321_164413.ply,68,68_VID_20230321_165114.ply,68
375,68_VID_20230321_164413.ply,68,68_VID_20230321_164458.ply,68
376,100_VID_20230321_130025.ply,100,100_VID_20230321_125953.ply,100
377,100_VID_20230321_130025.ply,100,100_VID_20230321_130004.ply,100
378,100_VID_20230321_130025.ply,100,100_VID_20230321_130015.ply,100
379,100_VID_20230321_130025.ply,100,100_VID_20230321_124940.ply,100
380,100_VID_20230321_130025.ply,100,100_VID_20230321_124832.ply,100
381,100_VID_20230321_130025.ply,100,100_VID_20230321_125255.ply,100
382,100_VID_20230321_130025.ply,100,100_VID_20230321_124846.ply,100
383,95_VID_20230321_140220.ply,95,95_VID_20230321_140355.ply,95
384,95_VID_20230321_140220.ply,95,95_VID_20230321_140155.ply,95
385,95_VID_20230321_140220.ply,95,95_VID_20230321_135736.ply,95
386,95_VID_20230321_140220.ply,95,95_VID_20230321_140407.ply,95
